ID_UNIQUE,NATURE,ACTI_NOM,TYPE_LIEU_INTERV,RUE,RUE_INTERSECTION1,RUE_INTERSECTION2,LOC_ERREUR_GDT,ARRONDISSEMENT,ARRONDISSEMENT_GEO,LIN_CODE_POSTAL,DDS_DATE_CREATION,PROVENANCE_ORIGINALE,PROVENANCE_TELEPHONE,PROVENANCE_COURRIEL,PROVENANCE_PERSONNE,PROVENANCE_COURRIER,PROVENANCE_TELECOPIEUR,PROVENANCE_INSTANCE,PROVENANCE_MOBILE,PROVENANCE_MEDIASOCIAUX,PROVENANCE_SITEINTERNET,UNITE_RESP_PARENT,LOC_LONG,LOC_LAT,LOC_X,LOC_Y
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T12:28:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte d'arbres de Noël","","","","","","","","","2014-01-01T12:29:18","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T12:29:30","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Permis - Logement","","","","","","","","","2014-01-01T12:29:56","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T12:31:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T12:33:26","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Info-travaux - Arrondissement","","","","","","","","","2014-01-01T12:34:58","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T12:35:01","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T12:35:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T12:36:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T12:37:15","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T12:39:26","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T12:39:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Culture - Installations","","","","","","","","","2014-01-01T12:39:59","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T12:41:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","UIR - Police","","","","","","","","","2014-01-01T12:44:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T12:44:58","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T12:46:39","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T12:49:24","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T12:50:24","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T12:51:50","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T12:52:08","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T12:52:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T12:52:46","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T12:53:00","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T12:53:35","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T12:54:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T12:56:47","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","SRRR","","","","","","","","","2014-01-01T13:02:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T13:04:24","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T13:05:50","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T13:07:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T13:07:52","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Écocentre","","","","","","","","","2014-01-01T13:09:08","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T13:10:02","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T13:10:25","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T13:11:02","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:12:39","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T13:13:08","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:13:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T13:13:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:15:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T13:15:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:16:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:21:04","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T13:21:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T13:21:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T13:22:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T13:23:25","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T13:25:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Nid-de-poule","","","","","","","","","2014-01-01T13:26:41","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T13:27:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T13:27:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T13:28:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T13:28:27","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:29:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T13:29:17","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:30:19","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T13:33:13","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:33:22","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T13:33:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T13:34:14","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:34:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Greffe - Assermentation","","","","","","","","","2014-01-01T13:35:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Égout - Divers","","","","","","","","","2014-01-01T13:35:27","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","SRRR","","","","","","","","","2014-01-01T13:35:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T13:35:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Permis - Logement","","","","","","","","","2014-01-01T13:37:04","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T13:38:29","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T13:38:51","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T13:41:39","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T13:41:46","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Trottoir glissant","","","","","","","","","2014-01-01T13:42:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T13:42:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:43:01","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T13:44:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:44:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T13:45:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T13:46:59","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parc - Activité hivernale","","","","","","","","","2014-01-01T13:47:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des encombrants","","","","","","","","","2014-01-01T13:48:49","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T13:49:41","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T13:50:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:51:20","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:51:29","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T13:51:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T13:54:41","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T13:55:25","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:55:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:56:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:56:18","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T13:57:05","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T13:57:18","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T13:59:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T13:59:13","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T13:59:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Écocentre","","","","","","","","","2014-01-01T14:03:21","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T14:03:57","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:04:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T14:05:38","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Info-Remorquage","","","","","","","","","2014-01-01T14:06:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T14:06:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Neige - Remorquage","","","","","","","","","2014-01-01T14:06:51","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Fuite d'eau","","","","","","","","","2014-01-01T14:07:54","Téléphone","1","0","0","0","0","0","0","0","0","SEC.CENT.SERVICE.311","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T14:08:26","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T14:08:54","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:10:04","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T14:10:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T14:12:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T14:13:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T14:14:54","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Neige - Remorquage","","","","","","","","","2014-01-01T14:17:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:18:21","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T14:18:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:18:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T14:19:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Personnel - Arrondissement","","","","","","","","","2014-01-01T14:20:18","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Signalisation écrite - Nouveau et entretien","","","","","","","","","2014-01-01T14:20:47","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T14:20:52","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:21:21","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T14:21:24","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:24:16","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:25:54","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:26:20","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:26:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:26:52","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T14:26:58","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Fuite d'eau","","","","","","","","","2014-01-01T14:28:17","Téléphone","1","0","0","0","0","0","0","0","0","SEC.CENT.SERVICE.311","","","",""
"","Information","Tuyauterie gelée","","","","","","","","","2014-01-01T14:28:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T14:29:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T14:30:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T14:31:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","SRRR","","","","","","","","","2014-01-01T14:31:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T14:31:57","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T14:33:08","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:35:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T14:36:17","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T14:36:28","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:40:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T14:42:29","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:42:59","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:43:29","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T14:44:01","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T14:46:35","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T14:47:43","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Cour municipale","","","","","","","","","2014-01-01T14:47:58","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T14:47:59","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T14:48:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Fuite d'eau","","","","","","","","","2014-01-01T14:49:40","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T14:51:11","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T14:52:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T14:52:24","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T14:52:43","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:53:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:55:01","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T14:55:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:55:13","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:55:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T14:58:13","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T15:00:08","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T15:00:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T15:00:12","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T15:00:21","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Neige - Remorquage","","","","","","","","","2014-01-01T15:01:46","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T15:07:50","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T15:08:11","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T15:10:00","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T15:10:50","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Rapport d'accident","","","","","","","","","2014-01-01T15:11:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Stationnement municipal","","","","","","","","","2014-01-01T15:12:25","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Neige - Remorquage","","","","","","","","","2014-01-01T15:13:11","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T15:15:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Taxes foncières","","","","","","","","","2014-01-01T15:15:20","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T15:15:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T15:16:18","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T15:17:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T15:17:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T15:19:41","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T15:19:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T15:20:15","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T15:20:20","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T15:20:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T15:22:05","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T15:23:09","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Fuite d'eau","","","","","","","","","2014-01-01T15:23:14","Téléphone","1","0","0","0","0","0","0","0","0","SEC.CENT.SERVICE.311","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T15:26:25","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T15:26:40","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T15:28:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T15:30:15","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T15:31:15","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T15:32:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
